Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	RD139_Narrow_UPS1_0_1fmol_inj3.mzML	RD139_Narrow_UPS1_0_1fmol_inj1.mzML	RD139_Narrow_UPS1_0_1fmol_inj2.mzML	RD139_Narrow_UPS1_0_25fmol_inj3.mzML	RD139_Narrow_UPS1_0_25fmol_inj1.mzML	RD139_Narrow_UPS1_0_25fmol_inj2.mzML
P0ABF6	P0ABF6	CDD_ECOLI	cdd	Cytidine deaminase	4.65445e+06	4.34021e+06	4.91676e+06	5.04063e+06	5.11786e+06	5.06351e+06
P0ABH0	P0ABH0	FTSA_ECOLI	ftsA	Cell division protein FtsA	1.46417e+06	1.10149e+06	1.33334e+06	1.22067e+06	1.23847e+06	1.15034e+06
P0ABH7	P0ABH7	CISY_ECOLI	gltA	Citrate synthase	1.56439e+06	1.35269e+06	1.5123e+06	1.5324e+06	1.46879e+06	1.44534e+06
P0ABH9	P0ABH9	CLPA_ECOLI	clpA	ATP-dependent Clp protease ATP-binding subunit ClpA	2.78201e+06	2.86355e+06	2.97126e+06	2.8218e+06	2.72546e+06	2.54209e+06
P0ABI4	P0ABI4	CORA_ECOLI	corA	Magnesium transport protein CorA	1.68975e+06	1.68559e+06	1.80539e+06	1.59817e+06	1.47078e+06	1.66721e+06
P0ABI8	P0ABI8	CYOB_ECOLI	cyoB	Cytochrome bo(3) ubiquinol oxidase subunit 1	1.39671e+06	1.2871e+06	1.32971e+06	1.25128e+06	1.24613e+06	1.27712e+06
P0ABJ1	P0ABJ1	CYOA_ECOLI	cyoA	Cytochrome bo(3) ubiquinol oxidase subunit 2	133613	167932	144124	280030	218409	260018
P0ABJ9	P0ABJ9	CYDA_ECOLI	cydA	Cytochrome bd-I ubiquinol oxidase subunit 1	5.73703e+06	5.28141e+06	5.54411e+06	4.9484e+06	4.40192e+06	5.07806e+06
P0ABK5	P0ABK5	CYSK_ECOLI	cysK	Cysteine synthase A	1.92948e+07	1.98033e+07	1.95191e+07	2.03335e+07	2.01509e+07	2.00373e+07
P0ABL5	P0ABL5	NAPC_ECOLI	napC	Cytochrome c-type protein NapC	793078	836494	661790	718751	882466	795235
P0ABM9	P0ABM9	CCMH_ECOLI	ccmH	Cytochrome c-type biogenesis protein CcmH	875709	1.07724e+06	1.05281e+06	1.25883e+06	1.16775e+06	1.20422e+06
P0ABP8	P0ABP8	DEOD_ECOLI	deoD	Purine nucleoside phosphorylase DeoD-type	1.5712e+07	1.53624e+07	1.54069e+07	1.98026e+07	1.95613e+07	1.91765e+07
P0ABQ0	P0ABQ0	COABC_ECOLI	coaBC	Coenzyme A biosynthesis bifunctional protein CoaBC	1.26328e+06	1.43799e+06	1.30567e+06	1.01289e+06	1.30476e+06	1.08792e+06
P0ABQ4	P0ABQ4	DYR_ECOLI	folA	Dihydrofolate reductase	2.29585e+06	2.42587e+06	2.50917e+06	2.14666e+06	2.35491e+06	2.14897e+06
P0ABR1	P0ABR1	DINI_ECOLI	dinI	DNA-damage-inducible protein I	545714	686097	496180	462073	633494	733377
P0ABS1	P0ABS1	DKSA_ECOLI	dksA	RNA polymerase-binding transcription factor DksA	1.79645e+07	1.68658e+07	1.70477e+07	1.82625e+07	1.82116e+07	1.82457e+07
P0ABS5	P0ABS5	DNAG_ECOLI	dnaG	DNA primase	523178	473539	633844	637688	651874	620465
P0ABT2	P0ABT2	DPS_ECOLI	dps	DNA protection during starvation protein	6.43519e+07	6.33995e+07	6.20066e+07	6.53795e+07	6.6884e+07	6.85185e+07
P0ABT5	P0ABT5	DUSB_ECOLI	dusB	tRNA-dihydrouridine synthase B				188846	190069	148754
P0ABU0	P0ABU0	MENB_ECOLI	menB	1,4-dihydroxy-2-naphthoyl-CoA synthase	4.76483e+06	4.10396e+06	4.42102e+06	4.60232e+06	4.21305e+06	4.35444e+06
P0ABU2	P0ABU2	YCHF_ECOLI	ychF	Ribosome-binding ATPase YchF	1.77869e+07	1.76672e+07	1.90283e+07	1.9809e+07	2.01054e+07	1.98506e+07
P0ABU5	P0ABU5	ELBB_ECOLI	elbB	Enhancing lycopene biosynthesis protein 2	1.09754e+07	1.09677e+07	1.11943e+07	1.03224e+07	1.03557e+07	1.05539e+07
P0ABU7	P0ABU7	EXBB_ECOLI	exbB	Biopolymer transport protein ExbB	1.28534e+06	1.25073e+06	1.02845e+06	1.39749e+06	1.59071e+06	1.36478e+06
P0ABU9	P0ABU9	TOLQ_ECOLI	tolQ	Protein TolQ	2.51188e+06	2.08881e+06	2.59726e+06	2.21876e+06	2.07422e+06	2.47203e+06
P0ABV2	P0ABV2	EXBD_ECOLI	exbD	Biopolymer transport protein ExbD	403172	366511	418085	357481	351651	366104
P0ABX2	P0ABX2	FLGC_ECOLI	flgC	Flagellar basal-body rod protein FlgC	425642	550216	413655	512793	576872	491910
P0ABX8	P0ABX8	FLIL_ECOLI	fliL	Flagellar protein FliL	169735		142945	113418	73384.5	70982.6
P0ABZ1	P0ABZ1	FLIG_ECOLI	fliG	Flagellar motor switch protein FliG	189371	134836	288253	320137	310368	293191
P0ABZ4	P0ABZ4	KDSC_ECOLI	kdsC	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC	3.63817e+06	4.25002e+06	4.17723e+06	4.31542e+06	5.17823e+06	4.71551e+06
P0ABZ6	P0ABZ6	SURA_ECOLI	surA	Chaperone SurA	6.07473e+06	6.29358e+06	6.29586e+06	6.1979e+06	6.29203e+06	6.23801e+06
P0AC02	P0AC02	BAMD_ECOLI	bamD	Outer membrane protein assembly factor BamD	695287	697732	810587	1.14172e+06	1.2037e+06	1.1683e+06
P0AC13	P0AC13	DHPS_ECOLI	folP	Dihydropteroate synthase	2.46841e+06	2.86587e+06	2.66654e+06	2.80445e+06	3.05206e+06	2.93518e+06
P0AC23	P0AC23	FOCA_ECOLI	focA	Probable formate transporter 1	542491	831149	617713	452069	745132	621264
P0AC33	P0AC33	FUMA_ECOLI	fumA	Fumarate hydratase class I, aerobic	1.0701e+06	1.09521e+06	1.08407e+06	1.0275e+06	1.08669e+06	1.04963e+06
P0AC38	P0AC38	ASPA_ECOLI	aspA	Aspartate ammonia-lyase	3.68089e+07	3.48232e+07	3.61736e+07	4.24602e+07	3.89025e+07	4.13259e+07
P0AC41	P0AC41	SDHA_ECOLI	sdhA	Succinate dehydrogenase flavoprotein subunit	773354	562064	713804	711935	600110	679752
P0AC47	P0AC47	FRDB_ECOLI	frdB	Fumarate reductase iron-sulfur subunit	1.4381e+07	1.45927e+07	1.42503e+07	1.43234e+07	1.57262e+07	1.58718e+07
P0AC53	P0AC53	G6PD_ECOLI	zwf	Glucose-6-phosphate 1-dehydrogenase	8.12246e+06	7.52521e+06	7.47413e+06	8.16888e+06	7.31881e+06	7.05218e+06
P0AC59	P0AC59	GLRX2_ECOLI	grxB	Glutaredoxin-2	4.0977e+06	4.37653e+06	3.98902e+06	4.076e+06	4.1965e+06	4.09731e+06
P0AC62	P0AC62	GLRX3_ECOLI	grxC	Glutaredoxin-3	1.97003e+07	1.95425e+07	1.93042e+07	2.05847e+07	1.9667e+07	1.91545e+07
P0AC69	P0AC69	GLRX4_ECOLI	grxD	Glutaredoxin-4	6.55567e+06	7.2719e+06	6.80451e+06	8.36579e+06	8.06041e+06	8.83291e+06
P0AC75	P0AC75	KDTA_ECOLI	waaA	3-deoxy-D-manno-octulosonic acid transferase	520117	508067	544633	308566	428078	505860
P0AC81	P0AC81	LGUL_ECOLI	gloA	Lactoylglutathione lyase	899253	297535	544541	199826		185704
P0AC84	P0AC84	GLO2_ECOLI	gloB	Hydroxyacylglutathione hydrolase	397803	417193	400486	538079	378048	339952
P0AC86	P0AC86	PHSG_ECOLI	glgP	Glycogen phosphorylase	1.62373e+06	1.66288e+06	1.60017e+06	1.51039e+06	1.66373e+06	1.56387e+06
P0ACA1	P0ACA1	YIBF_ECOLI	yibF	Uncharacterized GST-like protein YibF	365195	316439	275349	349196	274329	238248
P0ACA3	P0ACA3	SSPA_ECOLI	sspA	Stringent starvation protein A	5.94586e+06	6.94039e+06	6.7857e+06	8.66971e+06	9.12458e+06	8.30808e+06
P0ACA7	P0ACA7	GSTB_ECOLI	gstB	Glutathione S-transferase GstB	1.12972e+06	719535	816258	714792	618683	698294
P0ACB0	P0ACB0	DNAB_ECOLI	dnaB	Replicative DNA helicase	1.13919e+06	1.18234e+06	1.1218e+06	1.17161e+06	1.23181e+06	1.29747e+06
P0ACB2	P0ACB2	HEM2_ECOLI	hemB	Delta-aminolevulinic acid dehydratase	2.45639e+06	1.81529e+06	2.22205e+06	2.48806e+06	2.40018e+06	2.48451e+06
P0ACB4	P0ACB4	HEMG_ECOLI	hemG	Protoporphyrinogen IX dehydrogenase [menaquinone]	592209	526565	588530	627427	685451	678148
P0ACB7	P0ACB7	HEMY_ECOLI	hemY	Protein HemY	2.40775e+06	2.60255e+06	2.0384e+06	2.23966e+06	2.77215e+06	2.56831e+06
P0ACC7	P0ACC7	GLMU_ECOLI	glmU	Bifunctional protein GlmU	1.60089e+06	1.54047e+06	1.71518e+06	1.71484e+06	1.65684e+06	1.6081e+06
P0ACD4	P0ACD4	ISCU_ECOLI	iscU	Iron-sulfur cluster assembly scaffold protein IscU	2.10049e+06	1.86426e+06	2.1496e+06	2.39448e+06	2.20587e+06	2.25023e+06
P0ACD8	P0ACD8	MBHL_ECOLI	hyaB	Hydrogenase-1 large chain	1.13136e+06	1.10426e+06	1.04235e+06	1.0177e+06	1.03578e+06	1.05237e+06
P0ACE0	P0ACE0	MBHM_ECOLI	hybC	Hydrogenase-2 large chain	6.32447e+06	6.39973e+06	6.31457e+06	5.67859e+06	5.95287e+06	5.76807e+06
P0ACE3	P0ACE3	HHA_ECOLI	hha	Hemolysin expression-modulating protein Hha	3.3969e+06	3.34717e+06	3.44079e+06	3.34237e+06	3.55788e+06	3.28462e+06
P0ACE7	P0ACE7	HINT_ECOLI	hinT	HIT-like protein HinT	2.80204e+06	2.28222e+06	2.76855e+06	2.22795e+06	2.17016e+06	2.19338e+06
P0ACF0	P0ACF0	DBHA_ECOLI	hupA	DNA-binding protein HU-alpha	5.66457e+07	5.53875e+07	5.83272e+07	5.77748e+07	5.29546e+07	5.46804e+07
P0ACF4	P0ACF4	DBHB_ECOLI	hupB	DNA-binding protein HU-beta	2.2977e+07	2.09208e+07	2.25031e+07	2.40245e+07	2.55498e+07	2.63618e+07
P0ACF8	P0ACF8	HNS_ECOLI	hns	DNA-binding protein H-NS	1.98717e+07	1.16613e+07	1.3987e+07	2.00339e+07	1.68838e+07	1.88753e+07
P0ACG1	P0ACG1	STPA_ECOLI	stpA	DNA-binding protein StpA	2.12589e+07	2.07683e+07	2.16282e+07	2.15559e+07	1.93622e+07	1.99723e+07
P0ACG8	P0ACG8	HSLR_ECOLI	hslR	Heat shock protein 15	1.03347e+06	968263	965141	1.01552e+06	1.06831e+06	988597
P0ACJ0	P0ACJ0	LRP_ECOLI	lrp	Leucine-responsive regulatory protein	661960	746846	680003	682989	685630	681498
P0ACJ8	P0ACJ8	CRP_ECOLI	crp	cAMP-activated global transcriptional regulator CRP	889938	1.07734e+06	1.04589e+06	1.12722e+06	1.30638e+06	1.27147e+06
P0ACK5	P0ACK5	DEOR_ECOLI	deoR	Deoxyribose operon repressor	217412	191286	200023	371247	179285	351319
P0ACL0	P0ACL0	GLPR_ECOLI	glpR	Glycerol-3-phosphate regulon repressor	772655	869524	945920	921322	812564	882427
P0ACL2	P0ACL2	EXUR_ECOLI	exuR	Exu regulon transcriptional regulator	1.80228e+06	1.64628e+06	2.26236e+06	2.07242e+06	2.31976e+06	2.18627e+06
P0ACL9	P0ACL9	PDHR_ECOLI	pdhR	Pyruvate dehydrogenase complex repressor	2.07358e+06	987886	977012	792046	714639	793199
P0ACM2	P0ACM2	RSPR_ECOLI	rspR	HTH-type transcriptional repressor RspR	307331	351796	376149	350953	344027	337548
P0ACP1	P0ACP1	CRA_ECOLI	cra	Catabolite repressor/activator	4.24908e+06	4.60211e+06	4.30208e+06	4.24507e+06	4.28283e+06	4.41791e+06
P0ACP5	P0ACP5	GNTR_ECOLI	gntR	HTH-type transcriptional regulator GntR	516915	547276	573278	587475	619397	661770
P0ACP7	P0ACP7	PURR_ECOLI	purR	HTH-type transcriptional repressor PurR	553965	552432	650953	573218	630435	500957
P0ACQ4	P0ACQ4	OXYR_ECOLI	oxyR	Hydrogen peroxide-inducible genes activator	2.80128e+06	2.7613e+06	2.82517e+06	2.81982e+06	2.79369e+06	2.7476e+06
P0ACR4	P0ACR4	YEIE_ECOLI	yeiE	Uncharacterized HTH-type transcriptional regulator YeiE	1.42976e+06	1.10179e+06	1.04447e+06	1.12218e+06	1.16144e+06	1.07006e+06
P0ACR9	P0ACR9	MPRA_ECOLI	mprA	Transcriptional repressor MprA	7.71711e+06	6.80431e+06	7.51794e+06	8.24649e+06	8.21072e+06	8.11378e+06
P0ACU5	P0ACU5	FABR_ECOLI	fabR	HTH-type transcriptional repressor FabR	433187	558716	559681	475943	606493	564661
P0ACU7	P0ACU7	YJDC_ECOLI	yjdC	HTH-type transcriptional regulator YjdC	143559	138455	123752	203636	223228	254839
P0ACV0	P0ACV0	LPXL_ECOLI	lpxL	Lipid A biosynthesis lauroyltransferase	525294	472774	499070	554958	569369	522600
P0ACY1	P0ACY1	YDJA_ECOLI	ydjA	Putative NAD(P)H nitroreductase YdjA	7.98965e+06	9.94953e+06	9.61335e+06	9.29694e+06	9.54921e+06	9.83983e+06
P0ACY3	P0ACY3	YEAG_ECOLI	yeaG	Uncharacterized protein YeaG	549057	406823	471048	547955	436064	522296
P0ACY9	P0ACY9	YEBG_ECOLI	yebG	Uncharacterized protein YebG	1.47423e+06	1.19725e+06	1.39267e+06	1.43063e+06	1.3533e+06	1.70476e+06
P0ACZ2	P0ACZ2	ETP_ECOLI	etp	Low molecular weight protein-tyrosine-phosphatase Etp	299263	185928	241590	330772	309644	305231
P0ACZ4	P0ACZ4	EVGA_ECOLI	evgA	Positive transcription regulator EvgA	1.59133e+06	1.56232e+06	1.52077e+06	1.50686e+06	1.59469e+06	1.47331e+06
P0AD05	P0AD05	YECA_ECOLI	yecA	Uncharacterized protein YecA	4.35164e+06	4.34842e+06	4.41835e+06	3.89318e+06	4.34395e+06	4.15611e+06
P0AD07	P0AD07	YECF_ECOLI	yecF	Uncharacterized protein YecF	2.04663e+06	1.8054e+06	2.55412e+06	2.79879e+06	2.96257e+06	2.95182e+06
P0AD10	P0AD10	YECJ_ECOLI	yecJ	Uncharacterized protein YecJ	2.18517e+06	2.22055e+06	2.38021e+06	2.83988e+06	2.8119e+06	2.93787e+06
P0AD12	P0AD12	YEEZ_ECOLI	yeeZ	Protein YeeZ	1.67202e+06	1.24357e+06	1.42642e+06	1.86891e+06	1.23098e+06	1.37633e+06
P0AD33	P0AD33	YFCZ_ECOLI	yfcZ	UPF0381 protein YfcZ	511828	656216	376863	1.46461e+06	1.20783e+06	1.40505e+06
P0AD40	P0AD40	YPEB_ECOLI	ypeB	Uncharacterized protein YpeB	275945	380676	262993	320096	221683	
P0AD44	P0AD44	YFHG_ECOLI	yfhG	Uncharacterized protein YfhG	458886	292806	326030	349351	378848	377551
P0AD49	P0AD49	RAIA_ECOLI	raiA	Ribosome-associated inhibitor A	2.58669e+06	2.44455e+06	2.42301e+06	2.62802e+06	2.47334e+06	2.3719e+06
P0AD57	P0AD57	ISPB_ECOLI	ispB	Octaprenyl-diphosphate synthase	1.36219e+06	1.15952e+06	1.25434e+06	1.36846e+06	1.2589e+06	1.318e+06
P0AD59	P0AD59	IVY_ECOLI	ivy	Inhibitor of vertebrate lysozyme	2.30029e+06	2.11273e+06	2.31163e+06	1.97133e+06	2.01026e+06	1.891e+06
P0AD61	P0AD61	KPYK1_ECOLI	pykF	Pyruvate kinase I	3.63793e+07	3.6319e+07	3.80787e+07	4.03531e+07	3.8751e+07	4.1856e+07
P0AD68	P0AD68	FTSI_ECOLI	ftsI	Peptidoglycan synthase FtsI	981251	974794	1.06301e+06	1.13598e+06	966641	1.10761e+06
P0AD70	P0AD70	AMPH_ECOLI	ampH	D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH	765325	845759	905610	980742	1.08812e+06	999181
P0ADA3	P0ADA3	NLPD_ECOLI	nlpD	Murein hydrolase activator NlpD	738537	599165	508539	369083	437030	365575
P0ADB1	P0ADB1	OSME_ECOLI	osmE	Osmotically-inducible lipoprotein E	2.98829e+06	3.37813e+06	3.27101e+06	4.47109e+06	4.2052e+06	3.72453e+06
P0ADB7	P0ADB7	ECNB_ECOLI	ecnB	Entericidin B	1.78354e+07	1.81795e+07	1.72332e+07	1.7541e+07	1.94227e+07	1.79339e+07
P0ADC1	P0ADC1	LPTE_ECOLI	lptE	LPS-assembly lipoprotein LptE	1.97941e+06	2.20255e+06	2.19474e+06	2.72715e+06	2.77396e+06	2.55055e+06
P0ADC3	P0ADC3	LOLC_ECOLI	lolC	Lipoprotein-releasing system transmembrane protein LolC	1.46783e+06	1.21459e+06	1.45908e+06	1.50776e+06	1.34378e+06	1.53225e+06
P0ADE4	P0ADE4	TAMA_ECOLI	tamA	Translocation and assembly module TamA	2.66349e+06	2.38757e+06	2.42845e+06	2.49501e+06	2.30807e+06	2.34981e+06
P0ADE6	P0ADE6	YGAU_ECOLI	ygaU	Uncharacterized protein YgaU	137904	125264	233697	215214	111206	113134
P0ADE8	P0ADE8	YGFZ_ECOLI	ygfZ	tRNA-modifying protein YgfZ	3.41895e+06	3.5049e+06	4.00632e+06	3.83042e+06	3.49211e+06	3.90457e+06
P0ADF6	P0ADF6	EDD_ECOLI	edd	Phosphogluconate dehydratase	1.30479e+06	1.35034e+06	1.24397e+06	1.5089e+06	967561	1.44943e+06
P0ADG4	P0ADG4	SUHB_ECOLI	suhB	Inositol-1-monophosphatase	9.71168e+06	1.21948e+07	1.13094e+07	1.08418e+07	1.16889e+07	1.12185e+07
P0ADG7	P0ADG7	IMDH_ECOLI	guaB	Inosine-5'-monophosphate dehydrogenase	2.34235e+07	2.30446e+07	2.37347e+07	2.38408e+07	2.41708e+07	2.43884e+07
P0ADH5	P0ADH5	FIMB_ECOLI	fimB	Type 1 fimbriae regulatory protein FimB	802707	999573	874245	965995	840911	894208
P0ADI7	P0ADI7	YECD_ECOLI	yecD	Isochorismatase family protein YecD	2.13864e+06	1.93565e+06	1.87712e+06	2.1289e+06	1.66853e+06	1.60027e+06
P0ADJ3	P0ADJ3	YHJR_ECOLI	yhjR	Uncharacterized protein YhjR		151384	164528	335780	114661	221157
P0ADK0	P0ADK0	YIAF_ECOLI	yiaF	Uncharacterized protein YiaF	2.01362e+06	3.09003e+06	3.06233e+06	3.29281e+06	2.88217e+06	3.27694e+06
P0ADN2	P0ADN2	YIFE_ECOLI	yifE	UPF0438 protein YifE	7.76899e+06	6.92515e+06	7.17975e+06	6.70781e+06	6.92441e+06	6.35599e+06
P0ADP0	P0ADP0	YIGB_ECOLI	yigB	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB	944658	895598	964678	818329	943309	835347
P0ADP9	P0ADP9	YIHD_ECOLI	yihD	Protein YihD	4.63161e+06	4.35034e+06	4.51592e+06	3.79339e+06	3.36999e+06	3.80798e+06
P0ADR8	P0ADR8	YGDH_ECOLI	ygdH	LOG family protein YgdH	3.45391e+06	3.40003e+06	3.56528e+06	3.33567e+06	3.39255e+06	3.51373e+06
P0ADS2	P0ADS2	ZAPA_ECOLI	zapA	Cell division protein ZapA	1.02752e+06	1.10564e+06	935669	1.10172e+06	1.3268e+06	1.12199e+06
P0ADS6	P0ADS6	YGGE_ECOLI	yggE	Uncharacterized protein YggE	5.79128e+06	4.7683e+06	5.77425e+06	5.92471e+06	5.74038e+06	6.03445e+06
P0ADT2	P0ADT2	YGIB_ECOLI	ygiB	UPF0441 protein YgiB	276873		286168	482809	564005	593789
P0ADT5	P0ADT5	YGIC_ECOLI	ygiC	Putative acid--amine ligase YgiC	337236	495688	588324	427400	499701	406399
P0ADT8	P0ADT8	YGIM_ECOLI	ygiM	Uncharacterized protein YgiM	566211	683104	872782	833436	976741	880212
P0ADU2	P0ADU2	YGIN_ECOLI	ygiN	Probable quinol monooxygenase YgiN	3.55105e+06	3.97124e+06	3.98247e+06	4.24222e+06	4.80809e+06	4.78604e+06
P0ADV1	P0ADV1	LPTA_ECOLI	lptA	Lipopolysaccharide export system protein LptA	1.59882e+06	1.36637e+06	1.70358e+06	1.50675e+06	1.38332e+06	1.49913e+06
P0ADV9	P0ADV9	LPTC_ECOLI	lptC	Lipopolysaccharide export system protein LptC	484844	546733	538969	428488	451241	373789
P0ADW3	P0ADW3	YHCB_ECOLI	yhcB	Inner membrane protein YhcB	2.569e+07	2.59968e+07	2.73205e+07	2.82428e+07	2.72832e+07	3.17305e+07
P0ADX7	P0ADX7	YHHA_ECOLI	yhhA	Uncharacterized protein YhhA		104321	160333	82112.7	117728	123308
P0ADX9	P0ADX9	RSMD_ECOLI	rsmD	Ribosomal RNA small subunit methyltransferase D	1.13454e+06	1.36827e+06	1.06779e+06	1.18496e+06	1.08833e+06	1.37889e+06
P0ADY1	P0ADY1	PPID_ECOLI	ppiD	Peptidyl-prolyl cis-trans isomerase D	5.12776e+06	5.17586e+06	5.27084e+06	5.35497e+06	5.40255e+06	5.44026e+06
P0ADY3	P0ADY3	RL14_ECOLI	rplN	50S ribosomal protein L14	8.12473e+06	8.58116e+06	8.22165e+06	1.08533e+07	1.19228e+07	1.12101e+07
P0ADY7	P0ADY7	RL16_ECOLI	rplP	50S ribosomal protein L16	3.08924e+07	3.19062e+07	3.09013e+07	3.25955e+07	3.14028e+07	3.16767e+07
P0ADZ0	P0ADZ0	RL23_ECOLI	rplW	50S ribosomal protein L23	1.30274e+06	1.24197e+06	633413	298196	292933	258232
P0ADZ7	P0ADZ7	YAJC_ECOLI	yajC	UPF0092 membrane protein YajC	2.43216e+06	2.18539e+06	2.35929e+06	3.27088e+06	3.22722e+06	3.21978e+06
P0AE01	P0AE01	TRMJ_ECOLI	trmJ	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ	7.18373e+06	6.39937e+06	6.89168e+06	7.94602e+06	7.05349e+06	7.52362e+06
P0AE06	P0AE06	ACRA_ECOLI	acrA	Multidrug efflux pump subunit AcrA	1.7131e+07	1.57761e+07	1.69774e+07	1.79781e+07	1.65024e+07	1.77724e+07
P0AE08	P0AE08	AHPC_ECOLI	ahpC	Alkyl hydroperoxide reductase subunit C	2.54228e+07	2.46277e+07	2.50662e+07	2.46326e+07	2.38117e+07	2.4277e+07
P0AE12	P0AE12	AMN_ECOLI	amn	AMP nucleosidase	1.22843e+06	1.12029e+06	1.13323e+06	1.1288e+06	987549	1.17754e+06
P0AE18	P0AE18	MAP1_ECOLI	map	Methionine aminopeptidase	2.84996e+06	2.77341e+06	3.06373e+06	3.58109e+06	3.28551e+06	3.17836e+06
P0AE39	P0AE39	YPDB_ECOLI	ypdB	Transcriptional regulatory protein YpdB	363828	288215	239828	367194	311851	362288
P0AE45	P0AE45	YTFL_ECOLI	ytfL	UPF0053 inner membrane protein YtfL	354810	265033	411083	347909	400157	305980
P0AE52	P0AE52	BCP_ECOLI	bcp	Putative peroxiredoxin bcp	1.2315e+07	1.15681e+07	1.28149e+07	1.25459e+07	1.10017e+07	1.21028e+07
P0AE60	P0AE60	CEDA_ECOLI	cedA	Cell division activator CedA	170346			130372	147734	166576
P0AE78	P0AE78	CORC_ECOLI	corC	Magnesium and cobalt efflux protein CorC	1.69492e+06	1.53542e+06	1.64971e+06	1.44686e+06	1.36488e+06	1.38255e+06
P0AE82	P0AE82	CPXA_ECOLI	cpxA	Sensor protein CpxA	759348	646740	667393	610437	774286	778512
P0AE88	P0AE88	CPXR_ECOLI	cpxR	Transcriptional regulatory protein CpxR	4.61029e+06	4.59931e+06	4.61372e+06	4.1661e+06	4.5784e+06	4.08098e+06
P0AE91	P0AE91	CREA_ECOLI	creA	Protein CreA	1.69519e+06	1.57635e+06	1.84571e+06	1.62701e+06	1.78335e+06	1.69011e+06
P0AEA8	P0AEA8	CYSG_ECOLI	cysG	Siroheme synthase	484515	562425	604374	452624	502476	515303
P0AEB2	P0AEB2	DACA_ECOLI	dacA	D-alanyl-D-alanine carboxypeptidase DacA	3.74258e+06	3.66771e+06	3.58955e+06	3.80295e+06	3.91203e+06	3.86783e+06
P0AEC3	P0AEC3	ARCB_ECOLI	arcB	Aerobic respiration control sensor protein ArcB	397347	338792	310776	355845	320880	340985
P0AED0	P0AED0	USPA_ECOLI	uspA	Universal stress protein A	1.34789e+07	1.32877e+07	1.47994e+07	1.28131e+07	1.23855e+07	1.36338e+07
P0AED5	P0AED5	UVRY_ECOLI	uvrY	Response regulator UvrY	431485	329592	411009	452218	477993	307526
P0AED7	P0AED7	DAPE_ECOLI	dapE	Succinyl-diaminopimelate desuccinylase	2.39647e+06	2.29996e+06	2.42217e+06	2.21956e+06	2.50194e+06	2.42634e+06
P0AEE1	P0AEE1	DCRB_ECOLI	dcrB	Protein DcrB	1.7535e+06	1.93343e+06	1.81773e+06	1.71163e+06	1.91429e+06	1.86736e+06
P0AEE3	P0AEE3	DEGS_ECOLI	degS	Serine endoprotease DegS	148169	128966	178556	134864	140350	174238
P0AEE5	P0AEE5	DGAL_ECOLI	mglB	D-galactose-binding periplasmic protein	1.33389e+06	1.34227e+06	1.27583e+06	1.2303e+06	1.06527e+06	1.3268e+06
P0AEF0	P0AEF0	DNAC_ECOLI	dnaC	DNA replication protein DnaC	54661.8	84014.9	94484.8		74121.4	93403.7
P0AEF4	P0AEF4	DPIA_ECOLI	dpiA	Transcriptional regulatory protein DpiA	1.36796e+06	1.50252e+06	1.35641e+06	1.47014e+06	1.49169e+06	1.49344e+06
P0AEG4	P0AEG4	DSBA_ECOLI	dsbA	Thiol:disulfide interchange protein DsbA	328651	373976	343725	311618	254154	329096
P0AEG6	P0AEG6	DSBC_ECOLI	dsbC	Thiol:disulfide interchange protein DsbC	2.54047e+06	2.62822e+06	2.17036e+06	2.72782e+06	2.33502e+06	2.37195e+06
P0AEH5	P0AEH5	ELAB_ECOLI	elaB	Protein ElaB	85907	243137	32109.9	27416.4	62717.4	30021.9
P0AEI1	P0AEI1	MIAB_ECOLI	miaB	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase	5.75294e+06	5.40555e+06	5.55149e+06	5.22758e+06	5.26328e+06	5.23674e+06
P0AEI4	P0AEI4	RIMO_ECOLI	rimO	Ribosomal protein S12 methylthiotransferase RimO	4.95005e+06	4.75625e+06	4.66669e+06	5.0238e+06	4.86031e+06	4.90811e+06
P0AEI6	P0AEI6	NUDJ_ECOLI	nudJ	Phosphatase NudJ	2.45389e+06	2.38179e+06	2.11391e+06	2.58723e+06	2.75347e+06	1.88876e+06
P0AEJ2	P0AEJ2	ENTC_ECOLI	entC	Isochorismate synthase EntC	532734	770356	633167	619841	624211	552828
P0AEJ6	P0AEJ6	EUTB_ECOLI	eutB	Ethanolamine ammonia-lyase heavy chain	247064	320757	373940	474519	248936	329164
P0AEK2	P0AEK2	FABG_ECOLI	fabG	3-oxoacyl-[acyl-carrier-protein] reductase FabG	2.68647e+07	2.30069e+07	2.57562e+07	2.78159e+07	2.5015e+07	2.77165e+07
P0AEK4	P0AEK4	FABI_ECOLI	fabI	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI	2.25372e+07	2.00941e+07	2.25554e+07	2.52523e+07	2.41763e+07	2.46313e+07
P0AEM0	P0AEM0	FKBX_ECOLI	fkpB	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase	985554	868274	962038	1.00186e+06	874083	1.08623e+06
